mm,day,yyyy,HH_UTC,MM,umean1,umean,wind_dir,z0,ol,u_star,sigma_v,Zm_1,Zm_2
3,21,2009,4,3,1.05,2,52,1.2715,35.159,0.34738,0.01,2.83,5.66
4,17,2009,14,2,1,2.15,52,1.8704,55.242,0.52007,0.14,2.83,5.66
3,17,2009,22,1,0.5,0.5,53,3.58E+21,0.5182,-0.042493,0.68,2.83,5.66
11,5,2009,0,2,0.25,0.95,53,255.18,2.0356,0.035537,0.68,2.83,5.66
3,21,2009,4,2,1.1,1.85,53,0.071543,2.1495,0.040414,0.18,2.83,5.66
3,21,2009,5,2,1,2,53,1.4587,26.928,0.32795,0.19,2.83,5.66
11,6,2009,16,2,0.65,1.5,53,2.0035,48.481,0.36128,0.5,2.83,5.66
1,11,2009,1,3,2.05,3,53,0.44718,48.965,0.38936,0.48,2.83,5.66
12,19,2009,1,5,0.65,1.3,53,1.4043,76.908,0.30367,0.51,2.83,5.66
12,26,2009,11,0,1.6,2.45,53,0.71514,194.92,0.45276,0.31,2.83,5.66
12,26,2009,15,0,0.7,1.95,53,2.0288,207.64,0.67366,0.63,2.83,5.66
12,22,2009,0,5,0.45,1.3,54,768.38,1.3677,0.030106,0.17,2.83,5.66
10,16,2009,4,0,0.4,1.2,54,84.208,2.2281,0.044173,0.39,2.83,5.66
12,22,2009,0,2,0.45,1.35,54,4.5843,10.046,0.16878,0.69,2.83,5.66
11,4,2009,16,3,0.65,1.5,54,3.9567,11.081,0.19371,0.14,2.83,5.66
4,10,2009,9,5,2.8,3.85,54,0.30814,27.182,0.3874,0.37,2.83,5.66
12,2,2009,8,4,1.25,1.55,54,0.066861,36.212,0.12409,0.4,2.83,5.66
12,1,2009,18,2,0.3,1.15,54,2.8514,36.234,0.31995,0.59,2.83,5.66
12,21,2009,0,0,0.3,1.15,54,2.7801,39.994,0.33185,0.4,2.83,5.66
2,11,2009,8,2,0.4,0.4,54,6.0907,59.457,-3.9004,0.53,2.83,5.66
12,22,2009,4,0,0.35,1.05,55,373.9,1.5931,0.028391,0.16,2.83,5.66
3,31,2009,8,4,2.05,2.6,55,0.018002,13.989,0.13335,0.11,2.83,5.66
3,12,2009,3,0,0.6,1.75,55,3.202,17.073,0.30099,0.33,2.83,5.66
12,19,2009,1,4,0.45,1.35,55,3.0881,19.183,0.25015,0.12,2.83,5.66
3,21,2009,4,4,0.95,2,55,1.6504,30.498,0.36437,0.62,2.83,5.66
4,10,2009,9,1,2.95,4.05,55,0.39288,213.66,0.59622,0.14,2.83,5.66
12,21,2009,10,1,3.3,4.15,56,0.16177,195.08,0.46411,0.5,2.83,5.66
12,22,2009,3,0,0.55,1.5,57,5.9397,7.1035,0.1419,0.49,2.83,5.66
4,26,2009,16,2,0.2,0.65,57,4.1013,12.716,0.098158,0.32,2.83,5.66
11,16,2009,17,1,0.2,0.6,57,2.8173,282.16,0.50476,0.48,2.83,5.66
12,19,2009,1,0,1.3,2.15,58,0.36483,5.2844,0.11037,0.32,2.83,5.66
4,1,2009,8,2,0.75,1.65,58,1.9993,192.63,0.55363,0.57,2.83,5.66
3,15,2009,21,1,0.5,0.5,59,202.94,6.3668,-0.52208,0.41,2.83,5.66
2,22,2009,8,3,1.4,1.95,59,0.082715,8.3146,0.10018,0.4,2.83,5.66
12,16,2009,8,1,1.15,1.85,59,0.5477,17.513,0.18521,0.18,2.83,5.66
12,22,2009,3,1,0.35,1.2,59,2.7248,34.714,0.31059,0.34,2.83,5.66
11,26,2009,6,0,0.4,1.15,60,211.26,1.7406,0.033303,0.42,2.83,5.66
2,22,2009,8,2,0.6,1.45,60,3.1998,15.157,0.22485,0.4,2.83,5.66
2,22,2009,8,1,0.4,1.25,60,2.7509,28.081,0.28347,0.08,2.83,5.66
3,21,2009,5,0,0.7,1.45,60,1.5047,44.617,0.30054,0.62,2.83,5.66
4,18,2009,12,3,2.7,3.5,61,0.20842,89.368,0.39101,0.67,2.83,5.66
3,9,2009,11,2,2.95,2.9,62,1.63E+09,6.3628,-0.072752,0.17,2.83,5.66
3,16,2009,21,5,0.25,0.25,63,549.3,5.0789,-0.20823,0.7,2.83,5.66
12,24,2009,1,2,0.5,1.5,63,2.9606,21.246,0.29303,0.02,2.83,5.66
4,17,2009,15,5,0.6,1.3,63,2.3374,44.45,0.33453,0.26,2.83,5.66
12,22,2009,0,3,0.5,1.4,64,5.4838,7.7884,0.14277,0.57,2.83,5.66
3,21,2009,4,5,2.05,2.45,64,0.0019544,8.4973,0.092254,0.03,2.83,5.66
4,1,2009,10,0,2.3,3.6,64,1.2155,91.578,0.78452,0.17,2.83,5.66
11,7,2009,15,0,0.5,1.35,64,1.9693,131.25,0.43171,0.34,2.83,5.66
10,3,2009,20,1,0.4,1,65,319.69,1.5335,0.025227,0.3,2.83,5.66
12,26,2009,11,3,0.85,1.25,65,0.098909,3.5263,0.04504,0.04,2.83,5.66
3,22,2009,6,1,2.2,3.35,65,0.44653,19.134,0.32844,0.21,2.83,5.66
12,25,2009,11,1,0.75,1.35,65,1.222,601.44,0.34597,0.12,2.83,5.66
4,4,2009,10,1,0.7,1.7,66,2.128,68.976,0.47935,0.21,2.83,5.66
11,4,2009,4,1,0.25,1.1,67,39.315,3.6909,0.074486,0.23,2.83,5.66
11,17,2009,17,0,1.1,1.6,67,0.21999,14.18,0.12025,0.24,2.83,5.66
4,1,2009,10,4,1.45,2,67,0.2084,23.772,0.17708,0.39,2.83,5.66
11,15,2009,14,2,0.7,0.95,67,0.18311,33.718,0.090484,0.53,2.83,5.66
11,15,2009,17,1,0.55,1.65,67,2.1919,90.953,0.5256,0.05,2.83,5.66
2,12,2009,6,5,0.9,1.35,68,7.21E-10,0.71281,0.0084223,0.58,2.83,5.66
12,25,2009,8,1,0.4,1.25,68,2.569,36.222,0.31434,0.33,2.83,5.66
11,18,2009,22,2,0.2,0.75,69,129.27,2.3527,0.031822,0.23,2.83,5.66
4,2,2009,14,3,1.35,1.9,71,0.12206,10.368,0.12143,0.07,2.83,5.66
4,10,2009,12,0,2.6,3.6,71,0.48269,54.904,0.48432,0.38,2.83,5.66
3,21,2009,5,1,1.75,2.55,73,0.63791,1176.9,0.48608,0.6,2.83,5.66
12,2,2009,0,3,0.25,0.6,74,10.627,4.6117,0.040172,0.01,2.83,5.66
3,22,2009,6,2,0.45,1.35,74,3.0163,20.282,0.25755,0.68,2.83,5.66
3,22,2009,6,3,0.95,1.4,75,1.41E-05,1.5475,0.017806,0.32,2.83,5.66
3,14,2009,2,4,2.1,2.85,75,0.052281,12.402,0.16262,0.6,2.83,5.66
3,6,2009,2,5,0.2,0.55,75,2.2874,49.105,0.14538,0.56,2.83,5.66
9,24,2009,11,5,2.75,2.55,75,87.724,508.14,-0.34594,0.31,2.83,5.66
3,15,2009,0,3,0.3,0.95,76,6.66E+62,0.059898,0.0010544,0.11,2.83,5.66
11,3,2009,3,3,1.05,1.7,76,8.81E-44,0.093126,0.001635,0.33,2.83,5.66
10,26,2009,7,2,0.35,1,76,2.0698,160.01,0.33969,0.42,2.83,5.66
4,27,2009,7,1,0.35,1.2,77,19.18,4.1056,0.079695,0.64,2.83,5.66
3,31,2009,11,5,1.8,2.75,77,0.73836,104.52,0.47869,0.53,2.83,5.66
4,26,2009,14,0,3.05,3.15,77,0.13083,165.27,0.34922,0.56,2.83,5.66
6,23,2009,0,3,1.85,2.8,78,0.6771,107.68,0.47317,0.04,2.83,5.66
12,24,2009,1,0,2.1,2.7,79,0.00046674,5.2258,0.074797,0.06,2.83,5.66
3,22,2009,6,0,1.55,1.95,80,0.0065656,12.705,0.087812,0.11,2.83,5.66
11,30,2009,10,1,0.4,1.05,80,3.2966,14.57,0.1599,0.04,2.83,5.66
10,31,2009,22,4,1.2,1.45,81,5.80E-05,5.2592,0.034216,0.52,2.83,5.66
1,16,2009,22,3,1.9,1.95,81,0.00011972,18.703,0.066786,0.54,2.83,5.66
3,22,2009,7,0,1.15,1.65,82,1.47E-05,1.8159,0.023167,0.49,2.83,5.66
11,4,2009,4,0,0.2,1.15,83,25.115,5.0181,0.11176,0.1,2.83,5.66
3,21,2009,7,2,0.5,1.35,83,3.1628,16.118,0.21931,0.18,2.83,5.66
10,28,2009,23,4,0.35,1.3,83,2.4968,65.169,0.42846,0.66,2.83,5.66
10,27,2009,7,5,0.45,1.3,83,2.0203,356.34,0.47472,0.56,2.83,5.66
3,7,2009,21,3,0.6,0.6,84,2.50E+10,1.1083,-0.10906,0.43,2.83,5.66
11,28,2009,0,1,0.45,1.45,85,3.7943,14.18,0.23337,0.3,2.83,5.66
3,22,2009,6,5,1.05,1.3,86,0.0085678,14.967,0.062081,0.55,2.83,5.66
3,22,2009,5,5,0.65,1.6,87,3.166,12.057,0.23943,0.54,2.83,5.66
11,3,2009,7,4,1.7,2.25,87,0.09518,23.382,0.17025,0.3,2.83,5.66
11,29,2009,20,0,0.25,1.05,88,269.97,2.1442,0.043028,0.6,2.83,5.66
3,22,2009,5,0,0.35,1.15,88,2.7687,30.161,0.27536,0,2.83,5.66
11,5,2009,22,0,0.5,0.5,89,201.64,6.3772,-0.52293,0.31,2.83,5.66
3,14,2009,3,3,0.55,1.6,89,2.4582,37.773,0.39592,0.18,2.83,5.66
10,15,2009,23,4,0.25,0.75,90,6.868,6.7546,0.070354,0.49,2.83,5.66
12,25,2009,2,2,0.55,1.55,90,6.1827,7.0097,0.14643,0.45,2.83,5.66
10,16,2009,0,0,0.4,0.4,90,63.116,9.0623,-0.59449,0.46,2.83,5.66
4,18,2009,8,3,0.7,1.7,90,2.2336,48.499,0.43681,0.48,2.83,5.66
12,16,2009,8,2,0.65,0.95,91,0.023932,4.5456,0.033327,0.29,2.83,5.66
3,21,2009,5,4,0.45,1.35,91,5.6608,9.8826,0.21717,0.5,2.83,5.66
12,5,2009,2,4,0.4,1.4,92,2.5605,47.891,0.41001,0.35,2.83,5.66
7,16,2009,18,2,0.9,2,92,2.0407,125.62,0.63657,0.02,2.83,5.66
11,28,2009,0,5,1.05,1.75,93,3.76E-07,0.50796,0.009461,0.14,2.83,5.66
11,5,2009,21,4,0.6,1.65,93,39.507,2.6476,0.069141,0.69,2.83,5.66
8,4,2009,17,3,5,6.2,94,0.13003,236.03,0.65519,0.6,2.83,5.66
3,13,2009,14,2,0.6,1.1,95,2.82E+21,0.24881,0.0065682,0.38,2.83,5.66
6,22,2009,23,3,1.05,1.85,95,1.1632,9.1099,0.15119,0.31,2.83,5.66
4,10,2009,14,4,0.55,1.35,95,2.2737,43.807,0.33622,0.67,2.83,5.66
3,8,2009,19,3,0.25,0.25,96,545.89,5.0853,-0.2085,0.22,2.83,5.66
10,13,2009,17,1,0.3,0.8,96,4.8503,8.5591,0.086314,0.37,2.83,5.66
3,7,2009,20,3,0.6,0.6,97,22638,2.8931,-0.28469,0.05,2.83,5.66
3,7,2009,17,0,0.95,2.25,97,1.9095,1098.1,0.80844,0.01,2.83,5.66
10,26,2009,3,2,0.75,2.15,98,2.4292,38.735,0.53371,0.45,2.83,5.66
3,15,2009,1,0,0.55,1.6,99,2.6919,26.619,0.34365,0.66,2.83,5.66
10,18,2009,8,1,0.3,0.8,100,5.5595,7.456,0.078088,0.14,2.83,5.66
12,11,2009,13,4,0.3,0.35,100,6.5936,29.427,0.6061,0.45,2.83,5.66
10,27,2009,7,4,1.1,1.5,100,0.3375,115.65,0.19931,0.67,2.83,5.66
9,30,2009,19,5,2.15,2.65,103,0.00060044,8.8856,0.086088,0.44,2.83,5.66
4,2,2009,9,4,0.2,0.2,103,7.5956,38.985,-1.2787,0.29,2.83,5.66
3,22,2009,7,3,1.3,2.2,103,1.004,96.157,0.43734,0.62,2.83,5.66
3,14,2009,23,4,1.8,2.6,105,0.00041981,2.4597,0.049835,0.65,2.83,5.66
3,22,2009,5,2,1.25,1.75,105,0.0056736,4.9069,0.055568,0.27,2.83,5.66
10,27,2009,10,2,0.3,0.8,105,1.8442,6445.6,0.29867,0.34,2.83,5.66
4,17,2009,18,3,1.15,1.4,106,0.050574,55.256,0.10836,0.03,2.83,5.66
7,16,2009,16,2,0.8,1.95,106,2.1553,62.148,0.53632,0.57,2.83,5.66
4,4,2009,5,4,0.6,0.6,107,13.752,20.244,-1.9921,0.22,2.83,5.66
3,21,2009,7,4,1.9,2.3,108,0.00041655,10.02,0.074879,0.2,2.83,5.66
3,22,2009,5,3,1,1.65,108,0.55249,13.625,0.14806,0.52,2.83,5.66
11,14,2009,16,3,1.3,1.6,108,0.005169,14.777,0.073062,0.21,2.83,5.66
3,24,2009,13,2,0.25,0.85,109,2.1836,208.7,0.32397,0.31,2.83,5.66
11,29,2009,11,2,1.15,1.35,110,8.87E-10,2.1199,0.016036,0.45,2.83,5.66
4,20,2009,13,5,2.1,2.6,110,0.027852,27.922,0.16722,0.02,2.83,5.66
3,15,2009,1,1,0.5,1.3,112,1.10E+07,0.50478,0.011318,0.31,2.83,5.66
3,21,2009,6,1,1.65,1.95,112,3.00E-25,1.1525,0.0096248,0.02,2.83,5.66
3,17,2009,20,1,0.25,0.25,112,1318.2,4.312,-0.17679,0.36,2.83,5.66
11,3,2009,1,1,2.15,2.6,112,3.69E-05,6.8139,0.06461,0.47,2.83,5.66
4,25,2009,15,4,1.6,2,113,2.69E-15,1.3882,0.014263,0.19,2.83,5.66
9,30,2009,21,0,0.25,0.85,113,3.4334,18.223,0.16211,0.64,2.83,5.66
12,25,2009,13,3,0.25,0.25,114,5.05E+16,0.67432,-0.027647,0.23,2.83,5.66
3,21,2009,6,0,1.8,2.05,114,2.12E-22,2.0366,0.012633,0.69,2.83,5.66
9,30,2009,19,0,2.45,3.6,115,0.64012,307.62,0.66606,0.59,2.83,5.66
12,10,2009,4,1,0.2,0.95,116,380.02,2.1397,0.040885,0.41,2.83,5.66
10,28,2009,0,0,0.35,1.15,117,452.36,1.6393,0.033068,0.27,2.83,5.66
4,26,2009,0,0,0.4,0.9,118,3.88E+05,0.68172,0.010815,0.59,2.83,5.66
11,29,2009,21,0,0.15,0.8,118,93.04,3.1208,0.050501,0.52,2.83,5.66
3,30,2009,12,5,1.3,1.45,118,0.90272,126.45,0.31856,0.52,2.83,5.66
3,14,2009,3,2,0.85,2,119,2.62E+05,0.67868,0.023471,0.09,2.83,5.66
7,6,2009,16,4,0.75,1.5,119,1.4095,189,0.39834,0.35,2.83,5.66
9,30,2009,20,4,0.5,1.3,120,4.5481,9.0939,0.14578,0.51,2.83,5.66
3,22,2009,12,5,0.05,0.45,122,13.961,7.7441,0.069765,0.02,2.83,5.66
9,30,2009,20,1,0.45,1.3,122,2.3361,48.521,0.34881,0.67,2.83,5.66
8,2,2009,18,2,3.4,4.2,124,0.61264,9.5796,0.33913,0.07,2.83,5.66
4,23,2009,6,0,0.35,1.15,124,3.8801,14.014,0.1854,0.12,2.83,5.66
8,11,2009,2,0,0.3,1.05,125,2.613,43.317,0.29758,0.2,2.83,5.66
10,5,2009,18,2,0.25,0.7,126,626.54,1.3922,0.016345,0.47,2.83,5.66
3,27,2009,8,0,1.45,1.6,126,1.40E-11,6.6499,0.021032,0.42,2.83,5.66
4,2,2009,10,2,2.2,2.75,127,0.0013193,6.9191,0.087597,0.59,2.83,5.66
4,30,2009,2,5,0.55,1.45,127,3.8582,11.308,0.18878,0.44,2.83,5.66
5,3,2009,18,2,0.65,1.55,129,4.0601,10.469,0.19136,0.47,2.83,5.66
4,30,2009,15,3,0.7,1.3,129,1.4491,14.525,0.15117,0.45,2.83,5.66
3,15,2009,0,5,1.25,1.8,131,1.80E-05,1.8092,0.024937,0.23,2.83,5.66
6,22,2009,23,2,0.15,0.55,131,2.7249,39.782,0.15492,0,2.83,5.66
3,13,2009,13,3,0.9,1.35,132,0.3716,14.432,0.11295,0.58,2.83,5.66
4,30,2009,17,4,1.6,2.2,132,0.23989,39.047,0.22835,0.31,2.83,5.66
5,10,2009,18,5,0.8,1.8,133,1.9367,479.74,0.63572,0.69,2.83,5.66
5,25,2009,21,1,2.9,3.4,135,0.00047867,14.2,0.12036,0.2,2.83,5.66
8,11,2009,3,1,0.2,0.45,135,3.5169,54.172,0.31758,0.27,2.83,5.66
2,23,2009,6,5,0.55,0.4,135,8.5146,59.027,-0.41738,0.36,2.83,5.66
2,26,2009,8,0,0.45,1.2,136,4.5586,9.1762,0.13598,0.14,2.83,5.66
3,22,2009,0,5,0.75,1.8,136,4.122,10.237,0.21873,0.55,2.83,5.66
6,23,2009,2,0,1.7,2.4,137,0.42172,98.343,0.34071,0.51,2.83,5.66
8,9,2009,17,2,2.25,3.1,138,0.13491,19.192,0.23741,0.19,2.83,5.66
2,26,2009,19,4,0.55,0.55,139,7629.5,3.3097,-0.29854,0.63,2.83,5.66
12,1,2009,1,2,0.25,0.8,139,22.342,3.6316,0.046477,0.42,2.83,5.66
2,22,2009,23,1,0.55,0.55,141,25.56,13.479,-1.2158,0.25,2.83,5.66
5,3,2009,18,0,0.4,1.05,141,2.1804,62.127,0.29215,0.61,2.83,5.66
11,3,2009,12,4,0.8,1.15,143,0.10358,2.4526,0.033214,0.54,2.83,5.66
2,2,2009,12,5,0.45,1.35,144,2.2356,74.821,0.41293,0.63,2.83,5.66
4,29,2009,18,0,1.3,2.25,144,1.1563,534.26,0.55315,0.26,2.83,5.66
8,10,2009,23,4,1.45,1.85,145,0.00043382,5.238,0.051311,0.14,2.83,5.66
4,20,2009,4,4,0.2,1,146,25.658,4.6635,0.086914,0.3,2.83,5.66
3,27,2009,17,3,1.8,2.2,146,0.085708,58.745,0.19016,0.65,2.83,5.66
8,9,2009,22,0,0.95,1.35,147,1.54E-05,1.9752,0.0197,0.3,2.83,5.66
8,8,2009,19,5,1.85,2.35,147,2.13E-09,2.151,0.026739,0.25,2.83,5.66
5,19,2009,20,1,3.2,3.75,147,0.0067739,34.584,0.20145,0.39,2.83,5.66
6,20,2009,22,2,2.75,3.45,147,1.5117,135.34,1.0142,0.33,2.83,5.66
8,9,2009,21,1,2.3,2.85,148,4.80E-10,2.3331,0.03204,0.16,2.83,5.66
4,29,2009,18,3,0.55,1.45,149,1.9671,347.14,0.5101,0.23,2.83,5.66
4,23,2009,8,0,0.15,0.85,150,1.02E+41,0.12493,0.0024789,0.59,2.83,5.66
8,3,2009,17,5,1.55,1.8,150,8.33E-31,1.111,0.0076051,0.5,2.83,5.66
6,19,2009,23,5,2.2,2.45,150,2.64E-21,2.7814,0.016736,0.39,2.83,5.66
8,11,2009,2,1,0.95,1.05,150,0.060854,51.847,0.091394,0.13,2.83,5.66
9,30,2009,20,0,0.55,1.3,151,2.30E+08,0.43036,0.0097753,0.28,2.83,5.66
4,26,2009,0,1,0.35,1.05,151,3.2402,17.271,0.18378,0.17,2.83,5.66
6,24,2009,21,3,2.1,2.65,151,0.13117,91.12,0.26785,0.5,2.83,5.66
2,2,2009,13,2,1.65,1.8,151,1.9264,255.45,0.79806,0.53,2.83,5.66
3,27,2009,7,3,0.35,0.9,152,4.52,9.1265,0.10105,0.36,2.83,5.66
4,29,2009,18,2,0.35,1.1,152,2.0728,443.69,0.42348,0.58,2.83,5.66
5,24,2009,21,1,3.75,5.1,152,0.44675,825.25,0.83711,0.39,2.83,5.66
8,9,2009,19,0,1.95,2.35,153,5.60E-11,2.7433,0.02652,0.21,2.83,5.66
9,25,2009,20,4,0.4,0.4,153,128.44,7.2063,-0.47273,0.14,2.83,5.66
10,11,2009,15,1,0.75,1.1,153,0.55159,117.15,0.1755,0.24,2.83,5.66
8,9,2009,23,3,2.4,3.75,153,0.85657,25400,0.84196,0.25,2.83,5.66
8,6,2009,20,0,3.75,5.35,154,0.52272,161.84,0.84665,0.46,2.83,5.66
6,15,2009,21,0,7.85,7.75,154,10.191,464.09,-3.5059,0.12,2.83,5.66
7,2,2009,17,2,4,4.45,155,1.03E-10,5.8777,0.060728,0.17,2.83,5.66
6,22,2009,23,5,0.6,1.4,155,3.3561,14.146,0.20969,0.38,2.83,5.66
8,9,2009,22,5,2.7,3.95,155,0.55662,66.127,0.57605,0.12,2.83,5.66
8,8,2009,6,5,0.45,1.4,155,2.2354,86.556,0.44943,0.2,2.83,5.66
6,20,2009,21,4,4.3,5.2,155,0.094725,317.78,0.51566,0.69,2.83,5.66
5,17,2009,19,4,1.75,2.2,156,0.018512,17.445,0.12011,0.54,2.83,5.66
7,28,2009,22,3,1,1.65,156,0.78861,37.304,0.24304,0.45,2.83,5.66
8,10,2009,21,0,2.15,2.75,157,2.72E-07,2.6113,0.039217,0.68,2.83,5.66
5,2,2009,18,2,0.9,1.7,157,1.2941,500.75,0.4536,0.31,2.83,5.66
4,30,2009,17,1,2.8,3.35,157,0.083354,3537.4,0.32426,0.56,2.83,5.66
8,20,2009,21,3,1.65,1.9,158,1.83E-28,1.308,0.0088816,0.19,2.83,5.66
6,17,2009,21,1,2.4,3.4,158,0.33561,15.655,0.28928,0.12,2.83,5.66
4,20,2009,18,1,1.85,2.6,158,0.42522,81.385,0.35678,0.36,2.83,5.66
6,2,2009,20,1,4.25,4.85,158,0.0077069,89.665,0.28751,0.16,2.83,5.66
5,22,2009,21,3,2.05,2.15,159,8.94E-140,0.95005,0.0024876,0.07,2.83,5.66
6,22,2009,0,0,0.9,2,159,3.4284,14.413,0.3083,0.29,2.83,5.66
4,30,2009,18,0,2,2.55,159,0.12844,63.9,0.24432,0.55,2.83,5.66
7,7,2009,19,5,4.4,5.4,159,0.074776,86.029,0.47262,0.08,2.83,5.66
3,27,2009,7,4,0.25,1,159,2.3238,195.96,0.41279,0.14,2.83,5.66
6,25,2009,21,2,2.45,3.3,159,0.33751,214.64,0.46064,0.69,2.83,5.66
7,31,2009,17,2,3.75,5.3,159,0.55333,1007.4,0.94924,0.28,2.83,5.66
5,1,2009,16,1,1.8,2.65,159,0.64802,15976,0.50267,0.2,2.83,5.66
3,17,2009,18,5,0.45,0.45,160,279.59,5.8865,-0.43442,0.16,2.83,5.66
5,8,2009,18,5,0.55,0.9,160,0.39069,6.7834,0.054516,0.14,2.83,5.66
8,10,2009,18,5,4.05,5.35,160,0.18456,48.041,0.53718,0.1,2.83,5.66
4,29,2009,19,1,0.35,1.05,160,2.0831,204.72,0.37447,0.13,2.83,5.66
8,12,2009,18,4,2.75,3.15,161,1.67E-06,9.1862,0.070598,0.64,2.83,5.66
8,6,2009,18,3,4.75,6,161,0.15526,148.37,0.64598,0.69,2.83,5.66
8,7,2009,18,4,2.2,3.2,161,0.60384,254.03,0.57215,0.29,2.83,5.66
5,1,2009,3,2,0.55,1.35,162,23542,0.83665,0.01921,0.64,2.83,5.66
6,17,2009,0,5,3.7,4.75,162,3.53E-05,2.44,0.079291,0.45,2.83,5.66
5,4,2009,21,4,1.55,2.15,162,0.00012935,2.5773,0.03876,0.29,2.83,5.66
8,10,2009,23,5,0.65,1.6,162,4.9281,8.2664,0.1673,0.6,2.83,5.66
10,10,2009,3,5,0.05,0.65,162,13.691,8.3827,0.11439,0.26,2.83,5.66
3,16,2009,2,2,0.4,1.25,162,2.9352,23.151,0.25935,0.49,2.83,5.66
5,18,2009,20,0,2.3,3,162,0.18285,64.235,0.31307,0.08,2.83,5.66
5,27,2009,21,0,2.3,2.95,162,0.14531,73.813,0.29732,0.18,2.83,5.66
8,7,2009,6,1,0.6,1.05,163,0.0065098,0.90855,0.010643,0.24,2.83,5.66
8,1,2009,17,3,3.4,3.65,163,0.13916,10.648,0.25119,0.18,2.83,5.66
8,3,2009,17,2,2.45,3.25,163,0.080008,19.583,0.22763,0.19,2.83,5.66
6,23,2009,18,2,4.45,4.85,163,8.11E-05,53.003,0.17014,0.35,2.83,5.66
9,1,2009,19,5,0.55,0.85,163,3.5261,109.3,1.1268,0.01,2.83,5.66
8,8,2009,14,1,2.45,2.8,164,9.00E-09,5.3311,0.045013,0.12,2.83,5.66
5,3,2009,18,5,0.8,1.4,164,1.1527,25.523,0.20262,0.14,2.83,5.66
5,31,2009,22,3,4.5,4.65,164,4.59E-06,30.301,0.13149,0.16,2.83,5.66
5,18,2009,21,2,2.85,3.35,164,0.018031,54.666,0.2204,0.5,2.83,5.66
5,12,2009,23,0,3,3.15,164,0.12535,73.072,0.34327,0.51,2.83,5.66
5,10,2009,22,5,2.1,2.05,165,8.17E+47,1.1802,-0.0093498,0.69,2.83,5.66
6,22,2009,15,0,0.05,0.35,165,14.764,6.995,0.047131,0.4,2.83,5.66
5,30,2009,20,4,4.9,5.5,165,0.00098696,46.379,0.24199,0.64,2.83,5.66
8,11,2009,23,5,1.75,2.65,165,0.61578,79.284,0.42285,0.08,2.83,5.66
5,4,2009,21,3,0.95,1.3,166,0.027294,7.5648,0.05926,0.6,2.83,5.66
8,4,2009,6,1,0.8,1.85,166,5.266,7.9636,0.19046,0.38,2.83,5.66
5,3,2009,1,4,1.1,1.75,166,0.45852,15.55,0.16028,0.29,2.83,5.66
7,27,2009,18,1,4.8,4.3,166,1015,21.282,-0.43709,0.09,2.83,5.66
8,9,2009,16,4,3.65,5,166,0.33221,81.727,0.6356,0.58,2.83,5.66
5,8,2009,19,3,0.6,1.45,167,3.4572,13.203,0.20717,0.07,2.83,5.66
5,4,2009,21,0,0.6,1.5,167,2.6289,24.331,0.29738,0.22,2.83,5.66
8,4,2009,10,4,1.9,2.65,167,0.29135,44.21,0.29962,0.55,2.83,5.66
6,24,2009,22,0,1.65,1.6,167,16.321,53.891,-0.64599,0.12,2.83,5.66
7,30,2009,15,0,2.2,3,167,0.35488,149.9,0.41351,0.4,2.83,5.66
8,8,2009,5,2,0.45,1.05,168,4591.8,0.6981,0.011398,0.37,2.83,5.66
4,30,2009,18,3,0.4,1,168,59.152,2.2864,0.036389,0.69,2.83,5.66
3,20,2009,18,0,0.65,1.6,168,2.5941,25.293,0.32262,0.64,2.83,5.66
8,11,2009,19,4,1.6,1.9,168,0.051308,154.72,0.16071,0.25,2.83,5.66
6,17,2009,23,5,2.5,2.75,168,0.30025,160.14,0.40973,0.54,2.83,5.66
4,29,2009,19,2,0.45,1.3,168,1.9847,1599.6,0.49668,0.62,2.83,5.66
3,15,2009,3,1,0.2,0.85,169,3.82E+06,0.72066,0.012486,0.68,2.83,5.66
4,30,2009,2,4,0.2,0.8,169,67.536,2.9236,0.04242,0.47,2.83,5.66
6,15,2009,19,1,6.65,7.8,169,7.04E-06,6.1335,0.1779,0.68,2.83,5.66
3,6,2009,7,1,0.65,2,169,3.7308,13.772,0.30991,0.53,2.83,5.66
6,25,2009,22,5,2.1,2.6,169,0.0086686,15.026,0.12445,0.21,2.83,5.66
6,17,2009,22,3,2.5,2.8,169,9.56E-05,23.404,0.093943,0.33,2.83,5.66
6,4,2009,22,3,1.95,2.45,169,0.059591,34.011,0.18715,0.33,2.83,5.66
8,3,2009,23,1,2.65,3.65,169,0.32648,67.412,0.45047,0.16,2.83,5.66
5,26,2009,20,3,3.3,3.5,169,0.0046689,70.359,0.20062,0.66,2.83,5.66
5,5,2009,22,3,2.5,2.95,169,0.28513,616.17,0.43362,0.31,2.83,5.66
8,1,2009,22,2,1.9,2.6,170,1.03E-21,0.39816,0.0083279,0.08,2.83,5.66
5,19,2009,20,3,3.35,4.45,170,4.58E-05,2.6188,0.082184,0.49,2.83,5.66
5,8,2009,19,1,0.4,0.95,170,35.615,2.7239,0.040702,0.18,2.83,5.66
10,8,2009,7,0,0.05,0.5,170,20.188,6.4942,0.069228,0.7,2.83,5.66
5,4,2009,18,2,1.45,2.15,170,0.18201,7.9093,0.12897,0.57,2.83,5.66
8,7,2009,5,4,0.35,1,170,5.4308,7.988,0.10451,0.49,2.83,5.66
5,19,2009,20,4,1.7,2.2,170,0.034451,15.468,0.12656,0.7,2.83,5.66
8,10,2009,20,5,1.5,2.3,170,0.39461,18.348,0.21712,0.47,2.83,5.66
